title,content
Các ngân hàng mắc kẹt với khoản vay 13 tỷ USD của Musk - Báo VnExpress Kinh doanh,"Elon Musk mua Twitter vào năm 2022 thông qua khoản vay 13 tỷ USD từ 7 ngân hàng, nhưng khoản vay này đã trở thành ""nợ treo"" vì kết quả kinh doanh yếu kém của Twitter. Hiện tại, khoản nợ này là khoản nợ treo dài nhất kể từ năm 2008 và đang gây sức ép lên bảng cân đối kế toán của các ngân hàng. Các ngân hàng đã thu lợi nhuận ban đầu từ khoản vay nhưng phải chịu lỗ trên sổ sách vì giá trị của khoản vay giảm mạnh. Mặc dù các ngân hàng muốn duy trì mối quan hệ với Musk, những tuyên bố của ông và tình hình kinh doanh của Twitter đang khiến việc bán nợ trở nên khó khăn. Một số ngân hàng đã phải giảm quy mô hoạt động cho vay mua lại và thu nhập của nhân viên cũng bị ảnh hưởng."
5 năm Boeing thụt lùi trước Airbus - Báo VnExpress Kinh doanh,"Boeing bổ nhiệm Kelly Ortberg làm CEO mới, hy vọng ông sẽ xoay chuyển tình thế của công ty sau hàng loạt rắc rối về an toàn và chất lượng sản phẩm. Boeing đã thua lỗ trong 5 năm qua do vấn đề với máy bay 737 Max và 787 Dreamliner, trong khi Airbus là đối thủ cạnh tranh chính vẫn duy trì lợi nhuận ổn định. Việc mua lại Spirit AeroSystems được kỳ vọng sẽ tăng cường năng lực sản xuất của Boeing. Ortberg, với kinh nghiệm tại Rockwell Collins, tập trung vào việc ổn định hoạt động và tài chính của Boeing, đồng thời sửa chữa văn hóa công ty. Mục tiêu của ông là đạt được sản lượng 38 máy bay 737 Max mỗi tháng vào cuối năm 2024, mặc dù các chuyên gia dự đoán khó có thể đạt được mục tiêu này do rủi ro về gián đoạn lao động. Việc tăng sản lượng 737 Max là rất quan trọng để cải thiện dòng tiền và duy trì xếp hạng tín nhiệm của Boeing."
Đằng sau chuyện thay tướng của Starbucks - Báo VnExpress Kinh doanh,"CEO Laxman Narasimhan của Starbucks ra đi sau chưa đầy 2 năm tại vị. Brian Niccol, CEO của Chipotle, được bổ nhiệm làm CEO mới, trong nỗ lực khôi phục sự ổn định cho công ty gặp nhiều thách thức, bao gồm lạm phát, áp lực từ đối thủ cạnh tranh và sụt giảm doanh thu. Quá trình lựa chọn CEO mới được HĐQT kiểm soát chặt chẽ sau khi đầu tư và nhân viên công khai bày tỏ sự chỉ trích, dẫn đến sự chia rẽ nội bộ về hướng đi và lãnh đạo của công ty."
Tham vọng 5 tỷ USD của hãng taxi tự hành 7 năm tuổi ở Trung Quốc - Báo VnExpress Kinh doanh,"WeRide, một startup xe tự hành Trung Quốc, đang nhắm đến định giá 5,02 tỷ đô la trong đợt IPO sắp tới tại Nasdaq. Công ty phát triển xe tự hành cấp độ 4 với các giải pháp cho taxi, xe tải, xe buýt và xe quét đường, đã huy động được 119,4 triệu đô la trong đợt chào bán đầu tiên và có sự tham gia của các nhà đầu tư như Renault Nissan Mitsubishi Alliance, JSC International Investment Fund SPC và Robert Bosch. Mặc dù có sự đổi mới về công nghệ, WeRide vẫn lỗ trong những năm gần đây do chi phí nghiên cứu và phát triển cao. Công ty đối mặt với sự cạnh tranh gay gắt ở Trung Quốc, nơi có nhiều thành phố đang thử nghiệm robotaxi và robobus, cũng như những lo ngại về xã hội do có thể mất việc làm. Tuy nhiên, WeRide vẫn tin tưởng vào tiềm năng dài hạn của xe tự hành và dự đoán sự chấp nhận rộng rãi hơn vào giữa đến cuối những năm 2020."
CEO giúp hàng chục nhân viên thành triệu phú USD - Báo VnExpress Kinh doanh,"Error summarizing content: 400 API key expired. Please renew the API key. [reason: ""API_KEY_INVALID""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
, locale: ""en-US""
message: ""API key expired. Please renew the API key.""
]"
Thất bại 'đáng nhớ nhất sự nghiệp' của tỷ phú Anh - Báo VnExpress Kinh doanh,"Error summarizing content: 400 API key expired. Please renew the API key. [reason: ""API_KEY_INVALID""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
, locale: ""en-US""
message: ""API key expired. Please renew the API key.""
]"
Từ cử nhân nông nghiệp thành tỷ phú trang sức - Báo VnExpress Kinh doanh,"Xu Yi, 59 tuổi, trở thành tỷ phú nhờ sở hữu cổ phần trong Laopu Gold, được mệnh danh là ""Hermes của trang sức vàng"" vì thiết kế tinh xảo và giá cao. Xu thành lập Laopu năm 2016, tập trung vào di sản trang sức vàng Trung Quốc. IPO tại Hong Kong vào tuần trước đã tăng giá cổ phiếu Laopu Gold gần 98%, khiến Xu có tài sản 1 tỷ USD. Tuy nhiên, công ty phải đối mặt với cạnh tranh khốc liệt từ Chow Tai Fook và chi phí tăng cao. Laopu Gold dựa vào thiết kế độc đáo và giá trị văn hóa để duy trì sự quan tâm của khách hàng."
Ván cược xe điện của Ford ở châu Âu - Báo VnExpress Kinh doanh,"Ford đang chuyển đổi sang xe điện tại châu Âu để đáp ứng các quy định ngày càng nghiêm ngặt, mặc dù thị phần của hãng chỉ còn 3,4% tại khu vực này. Hãng đã ngừng sản xuất nhiều mẫu xe động cơ đốt trong, đặt mục tiêu chỉ bán xe điện tại châu Âu vào năm 2030. Ford đang hợp tác với Volkswagen để chế tạo xe điện trên nền tảng MEB, bao gồm Explorer, Capri và Puma điện hóa, đồng thời lắp đặt các trạm sạc nhanh tại đại lý của mình. Tuy nhiên, thị trường xe điện đang chậm lại do lo ngại về mất giá, thiếu trạm sạc và bất ổn chính trị. Ford vẫn cam kết với chiến lược này, dự đoán thị phần xe điện tại châu Âu sẽ tăng lên 50-70% vào năm 2030."
Nike chìm trong rắc rối - Báo VnExpress Kinh doanh,"Cổ phiếu Nike giảm kỷ lục 20%, xóa sổ 28,4 tỷ đô la giá trị thị trường do dự báo doanh thu ảm đạm cho năm tài chính 2024. Đối thủ và các công ty bán lẻ trang phục thể thao cũng bị ảnh hưởng. Nike đang đối mặt với thay đổi hành vi của người tiêu dùng, sự cạnh tranh ngày càng tăng từ các thương hiệu mới và những thách thức trong chiến lược phân phối trực tuyến. Các nhà phân tích cho rằng Nike cần xem xét lại chiến lược và có khả năng thay đổi lãnh đạo để cải thiện kết quả hoạt động. Tuy nhiên, đồng sáng lập Phil Knight vẫn bày tỏ sự tin tưởng vào kế hoạch của Nike và CEO John Donahoe."
92 tuổi lần đầu lọt top phụ nữ giàu nhất Mỹ - Báo VnExpress Kinh doanh,"Forbes công bố danh sách 100 phụ nữ tự thân giàu nhất Mỹ, trong đó lần đầu xuất hiện bà Joan Payden (92 tuổi). Bà Payden xây dựng sự nghiệp lâu dài trong lĩnh vực tài chính, bắt đầu từ vai trò kỹ sư hiếm hoi tại New Jersey, sau đó chuyển sang ngân hàng Merrill Lynch và cuối cùng tự sáng lập công ty Payden & Rygel. Mặc dù là phụ nữ trong một ngành do nam giới thống trị, bà đã vượt qua rào cản và dẫn dắt công ty của mình trở thành một trong những công ty quản lý tài sản lớn nhất Hoa Kỳ."
'Cú ngã' xe điện của gã khổng lồ cho thuê ôtô Hertz - Báo VnExpress Kinh doanh,"Hertz bán 30.000 xe điện do chi phí cao, nhu cầu thấp và tiếp thị kém. Động thái này xảy ra sau khi trước đó công ty đã đặt cược lớn vào xe điện bằng cách mua hàng trăm nghìn xe từ Tesla, General Motors và Polestar."
Cụ bà 102 tuổi vẫn làm việc ở công ty riêng - Báo VnExpress Kinh doanh,"Rancho La Puerta, một khu nghỉ dưỡng chăm sóc sức khỏe tiên phong tại Mexico, được vợ chồng Szekely thành lập vào thời kỳ khó khăn sau Thế chiến II. Sau nhiều năm nắm giữ các vị trí khác nhau tại khu nghỉ dưỡng, bà Deborah Szekely vẫn tiếp tục tích cực tham gia vào các hoạt động. Bà duy trì trí tuệ minh mẫn và sống lâu nhờ chế độ ăn chay, tập luyện và không ngừng học hỏi, ngay cả khi đã bước sang tuổi 100."
Từ con nhà nông thành nữ tỷ phú tự thân giàu nhất Mỹ - Báo VnExpress Kinh doanh,"Error summarizing content: 400 API key expired. Please renew the API key. [reason: ""API_KEY_INVALID""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
, locale: ""en-US""
message: ""API key expired. Please renew the API key.""
]"
Cuộc chiến giảm giá của Starbucks ở Trung Quốc - Báo VnExpress Kinh doanh,"Starbucks đang chịu áp lực do doanh số giảm ở Mỹ và Trung Quốc. Tại Trung Quốc, Luckin Coffee đã vượt qua Starbucks về doanh thu hàng năm. Để cải thiện tình hình, Starbucks đã cắt giảm nhân sự, nhưng không muốn tham gia cuộc cạnh tranh về giá. Tuy nhiên, Reuters cho rằng Starbucks khó tránh khỏi cuộc chiến giá do sức ép từ đối thủ. Starbucks đã bắt đầu đưa ra các chương trình khuyến mãi nhỏ như phiếu giảm giá và mua 2 tặng 1. Các đối thủ cạnh tranh như Luckin và Cotti cung cấp sản phẩm rẻ hơn nhiều so với Starbucks. Cuộc chiến giá diễn ra trong bối cảnh giảm phát và nhu cầu của người tiêu dùng yếu. Các nhà phân tích khuyên Starbucks nên tập trung vào đổi mới, trải nghiệm tại cửa hàng và tạo giá trị cảm xúc cho người tiêu dùng để cạnh tranh dài hạn."
Từ quầy cà phê nhỏ thành công ty tỷ USD - Báo VnExpress Kinh doanh,"Edward Tirtanata, CEO của Kopi Kenangan, từng là một sinh viên nghiện cà phê Dunkin' Donuts. Sau khi trở về Indonesia và trải qua thời gian khó khăn với công ty gia đình, anh đã thành lập Kopi Kenangan vào năm 2017. Thương hiệu cà phê chỉ bán mang đi, tích hợp công nghệ và có giá cả phải chăng này đã trở thành một chuỗi quốc tế với hơn 800 địa điểm, doanh thu hơn 100 triệu đô la năm ngoái và định giá hơn 1 tỷ đô la. Tirtanata vẫn tiếp tục mơ ước mở rộng toàn cầu và đưa công ty niêm yết tại Mỹ, luôn phấn đấu học hỏi để trở thành một nhà lãnh đạo giỏi hơn."
Boeing có thể cầm cự bao lâu sau khi lỗ hàng chục tỷ USD? - Báo VnExpress Kinh doanh,"Boeing đang đối mặt với áp lực do các sự cố về chất lượng và an toàn bay liên quan đến dòng máy bay 737 MAX 9. Những sự cố này đã dẫn đến nhiều chuyến bay bị hủy, yêu cầu dừng hoạt động để kiểm tra và một khoản lỗ ròng lên tới 27 tỷ USD. Mặc dù Boeing vẫn có quyền lực trong ngành và các đơn hàng chưa hoàn thành trị giá 529 tỷ USD, các vấn đề hiện tại đang đe dọa tình hình tài chính của công ty, với khả năng bị hạ xuống mức trái phiếu ""rác"". Công ty đang tập trung vào việc giải quyết các vấn đề này, nhưng áp lực từ đối thủ cạnh tranh Airbus và nhu cầu máy bay giảm đang tạo ra thách thức. Việc tìm được một nhà lãnh đạo mới là rất quan trọng để giải quyết các vấn đề hiện tại và đảm bảo tương lai của Boeing."
Những sai lầm khiến Intel mất hào quang ngành chip - Báo VnExpress Kinh doanh,"Intel đang gặp khó khăn trong việc bắt kịp các đối thủ trong ngành sản xuất chip. Kết quả kinh doanh quý I yếu kém khiến cổ phiếu Intel giảm giá mạnh. Intel đặt mục tiêu lấy lại vị thế dẫn đầu về sản xuất chip vào năm 2026, nhưng các nhà đầu tư vẫn hoài nghi. Công ty đang đầu tư mạnh vào gia công chip, nhưng lợi thế cạnh tranh của họ vẫn chưa phục hồi. Các sai lầm trong quá khứ, chẳng hạn như bỏ lỡ làn sóng chip di động và AI, đã góp phần vào sự xuống dốc của Intel. Chính phủ Hoa Kỳ đang hỗ trợ Intel, nhưng công ty vẫn phải trả một cái giá đắt để lấy lại vị thế dẫn đầu."
Ai có thể mua TikTok? - Báo VnExpress Kinh doanh,"Tổng thống Biden đã ra lệnh ByteDance thoái vốn hoặc rời khỏi Hoa Kỳ trong vòng 9 tháng. ByteDance phản đối hành động này nhưng sẽ tuân thủ nếu thua kiện. Nếu buộc phải bán mình, TikTok sẽ thu hút nhiều người mua tiềm năng, nhưng các quy định chống độc quyền sẽ hạn chế các gã khổng lồ công nghệ như Google và Meta. Microsoft và đối tác cũ Oracle là những ứng cử viên sáng giá. Tuy nhiên, có rào cản về giá cả và định giá. Ngoài ra, Trung Quốc có thể phản đối việc bán thuật toán bí mật của TikTok. ByteDance cũng đang xem xét hoạt động kinh doanh tại Hoa Kỳ mà không cần thuật toán cốt lõi."
CEO Apple Tim Cook kiếm và tiêu số tài sản tỷ USD như thế nào,"Sau khi Steve Jobs từ chức năm 2011, Tim Cook được bổ nhiệm làm CEO Apple. Dưới sự lãnh đạo của Cook, cổ phiếu Apple đã tăng hơn 1.000% và công ty trở thành công ty đầu tiên trên thế giới đạt vốn hóa 1.000 tỷ đô la. Tài sản của Cook hiện là 2,1 tỷ đô la và ông là một nhà từ thiện tích cực. Mặc dù làm việc tại Apple rất áp lực, Cook cho rằng đam mê là động lực quan trọng trong sự nghiệp."
Chuyện gì đang xảy ra với Tesla? - Báo VnExpress Kinh doanh,"Tesla báo cáo doanh số xe điện quý I giảm 20% so với cùng kỳ năm ngoái do suy yếu kinh tế Trung Quốc, sự cố nhà máy ở Đức và gián đoạn nguồn cung. Tuy nhiên, các chuyên gia chỉ ra rằng Tesla đang chậm ra mắt sản phẩm mới và đối mặt với sự cạnh tranh gay gắt từ các đối thủ mới. Doanh số xe điện tổng thể tại Mỹ tăng 15%, nhưng sẽ là 33% nếu không tính Tesla. Cổ phiếu Tesla giảm mạnh, phản ánh sự chậm lại về doanh số, lợi nhuận và hình ảnh giảm sút của Elon Musk, người bị cáo buộc đưa ra các phát ngôn thiếu thận trọng."
Mark Zuckerberg lần đầu giàu hơn Elon Musk kể từ 2020 - Báo VnExpress Kinh doanh,"Tài sản của Mark Zuckerberg vượt Elon Musk, trở thành người giàu thứ hai thế giới. Sự tăng trưởng cổ phiếu Meta nhờ sáng kiến AI thúc đẩy giá trị Zuckerberg tăng 58,9 tỷ USD trong năm nay. Trong khi đó, cổ phiếu Tesla giảm giá do suy giảm nhu cầu xe điện và vấn đề sản xuất, khiến Musk mất 48,4 tỷ USD."
Boeing lún sâu vào khủng hoảng - Báo VnExpress Kinh doanh,"CEO Boeing, David Calhoun, sẽ sớm rời khỏi vị trí này sau bốn năm đảm nhiệm. Ông được bổ nhiệm để vực dậy Boeing sau những vụ tai nạn của máy bay 737 Max, nhưng tình hình vẫn tiếp tục xấu đi do những vấn đề sản xuất và lo ngại về an toàn. Các vấn đề này sẽ tiếp tục làm khó CEO tiếp theo của Boeing. Calhoun cũng đang đàm phán mua lại nhà cung cấp Spirit AeroSystems, nhưng thỏa thuận này đang gặp nhiều khó khăn. Boeing vẫn đang phải vật lộn cạnh tranh với Airbus, với cổ phiếu giảm 43% kể từ khi Calhoun nhậm chức. Giới chức và các công đoàn cũng đang gây áp lực buộc Boeing cải thiện chất lượng và năng suất."
Cửa vào Đông Nam Á của máy bay 'Made in China' - Báo VnExpress Kinh doanh,"Máy bay C919 của Trung Quốc nhắm mục tiêu vào thị trường Đông Nam Á, một thị trường hàng không đang phát triển nhanh chóng. Sau khi xuất hiện tại Triển lãm hàng không Singapore, C919 đã trình diễn ở 5 quốc gia Đông Nam Á. COMAC đang đặt mục tiêu vào nhu cầu máy bay mới ở Đông Nam Á, ước tính đạt 4.200 chiếc trong 20 năm tới. Tuy nhiên, C919 phải đối mặt với thách thức về sự chấp thuận của các cơ quan quản lý phương Tây và sự cạnh tranh từ Airbus và Boeing."
Bí quyết thành công của CEO Nvidia - Báo VnExpress Kinh doanh,"Theo CEO Nvidia Jensen Huang, sự thành công không đến từ trí tuệ mà từ nghị lực rèn luyện thông qua nghịch cảnh. Ông nhấn mạnh rằng đức tính chấp nhận và vươn lên trước thách thức, được chứng minh qua kinh nghiệm lãnh đạo Nvidia của ông, là chìa khóa của thành công. Huang tin rằng những người có kỳ vọng thấp và sẵn sàng đối mặt với thất bại sẽ có sức mạnh và sự tự tin hơn để giải quyết các khó khăn và đạt được mục tiêu."
TikTok tác động thế nào đến kinh tế Mỹ - Báo VnExpress Kinh doanh,"Hạ viện Mỹ đã thông qua dự luật yêu cầu ByteDance thoái vốn khỏi TikTok trong vòng 6 tháng hoặc sẽ bị cấm tại Hoa Kỳ. Động thái này phản ánh lo ngại về an ninh quốc gia liên quan đến Trung Quốc, mặc dù TikTok vẫn phủ nhận các cáo buộc.

Nghiên cứu của Oxford Economics cho thấy TikTok có tác động kinh tế đáng kể, đặc biệt là đối với các doanh nghiệp vừa và nhỏ và tạo ra việc làm ở các ngành khác nhau. Các doanh nghiệp sử dụng TikTok đã đạt doanh thu gần 15 tỷ USD vào năm 2023 và đóng góp 5,3 tỷ USD tiền thuế.

Mặc dù TikTok Shop được coi là nguồn thu nhập mới cho ứng dụng, nhưng doanh thu của TikTok tại Hoa Kỳ dự kiến sẽ tăng vọt lên 10 tỷ USD vào năm 2025.

Dự luật cấm TikTok gây ra tranh cãi, với sự phản đối từ các doanh nghiệp nhỏ, các nhà hoạt động và giới trẻ. Tuy nhiên, vẫn chưa rõ liệu dự luật này có được Thượng viện thông qua hay không."
Các tỷ phú từng nói gì về Bitcoin? - Báo VnExpress Kinh doanh,"Error summarizing content: 400 API key expired. Please renew the API key. [reason: ""API_KEY_INVALID""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
, locale: ""en-US""
message: ""API key expired. Please renew the API key.""
]"
Công ty mẹ Zara tìm cách cạnh tranh với Shein - Báo VnExpress Kinh doanh,"Inditex, công ty mẹ của Zara, đang mở rộng thương hiệu giá rẻ Lefties để cạnh tranh với Shein, gã khổng lồ thời trang trực tuyến Trung Quốc tăng trưởng nhanh ở phân khúc bình dân. Shein dẫn đầu thị trường thời trang nhanh toàn cầu, chiếm 18% với các mặt hàng cực rẻ. Đối mặt với mối đe dọa này, Inditex đang đầu tư vào Lefties, thương hiệu con bán quần áo và phụ kiện giá rẻ. Lefties hiện có mặt ở 17 quốc gia và đang phát triển ở thị trường Tây Ban Nha và Bồ Đào Nha, nơi có sự thay đổi trong hành vi chi tiêu của người tiêu dùng. Mặc dù kết quả tài chính của Lefties không được công bố, các nhà phân tích cho rằng chuỗi này đang hoạt động tốt, tận dụng lợi thế giao hàng nhanh và dịch vụ trực tuyến. Inditex đang giữ bí mật về hiệu suất của Lefties để tránh cạnh tranh, nhưng sự mở rộng của thương hiệu này cho thấy nỗ lực của Inditex trong việc giữ vững vị thế trong phân khúc giá rẻ."
Thăng trầm của Havaianas - hãng dép xỏ ngón quốc dân Brazil - Báo VnExpress Kinh doanh,"Havaianas, ""biểu tượng của người Brazil"", là thương hiệu dép xỏ ngón hàng đầu thế giới, có nguồn gốc từ dép Zori truyền thống của Nhật Bản. Được thành lập bởi Alpargatas vào năm 1962, Havaianas ban đầu được sản xuất cho công nhân đồn điền nghèo nhưng nhanh chóng trở nên phổ biến ở Brazil. Sau một thời kỳ sụt giảm vào những năm 1990, Alpargatas đã tái định vị Havaianas thành một thương hiệu thời trang vào cuối những năm 1990, mở rộng dòng sản phẩm và hợp tác với nhiều nhà thiết kế. Năm 2008, Havaianas bắt đầu mở rộng toàn cầu bằng cách giới thiệu các mẫu thiết kế mới, chiến lược tiếp thị sáng tạo và quản lý chặt chẽ các hoạt động. Thương hiệu đã thành công rực rỡ, đạt kỷ lục doanh số năm 2021, nhưng kể từ đó đã chứng kiến doanh số giảm vào năm 2022 do các thách thức về chi phí và hoạt động. Vào tháng 12/2023, Liel Miranda được bổ nhiệm làm CEO mới để tiếp tục quá trình chuyển đổi của công ty."
Những lĩnh vực đầu tư ưa thích của Warren Buffett - Báo VnExpress Kinh doanh,"Warren Buffett, một nhà đầu tư thành công, tập trung vào các lĩnh vực tài chính, năng lượng, hàng tiêu dùng thiết yếu và công nghệ. Berkshire Hathaway, công ty của ông, sở hữu cổ phiếu trong các công ty tài chính lớn như American Express và Bank of America. Trong lĩnh vực năng lượng, ông đã đầu tư vào Occidental Petroleum và Chevron. Ông cũng sở hữu cổ phiếu Coca-Cola và Kraft Heinz trong lĩnh vực hàng tiêu dùng thiết yếu. Mặc dù ban đầu Buffett tránh công nghệ, nhưng ông đã bắt đầu đầu tư vào Apple, hiện chiếm một phần đáng kể trong danh mục của mình."
Startup dạy nuôi cua biển tại nhà - Báo VnExpress Kinh doanh,"Tại Singapore, doanh nhân Shannon Lim đang hướng dẫn học viên tự nuôi cua biển tại nhà thông qua khóa học kéo dài 10 giờ với chi phí 510 USD. Trong ""chung cư cua"" bằng nhựa được cải tiến, cua được cung cấp nước, máy bơm và máy khử trùng để tạo môi trường sống sạch sẽ. Bằng cách vỗ béo cua và cho ăn cá cùng sò, học viên có thể nuôi cua nặng từ vài trăm gram đến 2 kg trong chỉ 2 tháng. Lim tin rằng việc nuôi trồng tại nhà giúp Singapore giảm phụ thuộc vào các nguồn nhập khẩu và khuyến khích mọi người trở thành ""nông dân thành thị"". Ngoài nuôi cua, Lim còn nuôi cá, vịt và rau, đồng thời cung cấp các dịch vụ liên quan đến canh tác. Ước mơ của Lim là Singapore sẽ hình thành một trại giống cua và tin rằng nuôi tôm hùm cũng là một khả năng trong tương lai."
